payer,payee,amount0,amount1,opcode
23,761,85079,303,1
241,617,42900,29,1
19,787,34926,413,1
19,822,64628,459,1
14,626,39667,471,1
27,189,35133,23,1
0,105,86436,140,1
44,205,96828,385,1
42,133,84236,491,1
56,253,27094,195,1
154,816,92826,171,1
8,900,38272,71,1
8,318,96898,201,1
14,110,18769,416,1
27,924,61022,290,1
14,228,29345,155,1
16,90,90056,342,1
296,292,69526,351,1
4,668,92974,359,1
355,307,75279,292,1
192,993,14018,497,1
474,709,76301,103,1
14,767,59099,487,1
36,685,21218,409,1
8,192,90647,117,1
8,234,83237,72,1
44,670,3432,365,1
4,650,60788,403,1
65,76,76472,482,1
12,657,60280,107,1
6,539,31820,390,1
843,678,2832,356,1
23,786,67478,72,1
847,391,35481,150,1
4,992,84824,57,1
6,452,88616,201,1
979,57,96928,132,1
8,874,65629,254,1
19,400,49578,162,1
14,479,20770,221,1
33,986,79600,192,1
36,46,83253,40,1
72,644,30091,203,1
36,210,41521,334,1
8,984,24843,19,1
4,187,307,162,1
14,219,97128,170,1
33,951,98888,196,1
161,196,10597,146,1
72,398,19627,210,1
297,156,96412,482,1
36,811,16421,54,1
0,372,95923,438,1
56,352,87838,267,1
42,109,24957,462,1
763,781,19596,153,1
0,826,32934,292,1
0,614,70771,382,1
342,451,56739,203,1
65,778,7688,126,1
4,285,30102,149,1
44,352,87881,359,1
12,890,49866,425,1
661,492,54166,221,1
72,696,46583,94,1
33,235,77261,82,1
72,353,92565,361,1
44,378,74477,66,1
42,25,1777,287,1
56,35,10592,420,1
65,248,74715,155,1
940,362,3865,61,1
42,961,44971,176,1
42,90,52314,196,1
27,403,36623,305,1
0,364,99100,179,1
4,419,3263,28,1
8,644,30522,181,1
65,783,89560,28,1
21,614,63976,461,1
19,27,412,176,1
8,493,99699,262,1
36,691,88139,47,1
42,593,23993,252,1
16,637,90143,323,1
16,77,68889,205,1
36,491,9253,490,1
33,786,46706,479,1
55,10,97937,103,1
72,22,85662,361,1
193,355,99337,156,1
21,786,11049,18,1
19,762,29173,465,1
483,377,95871,56,1
588,596,33485,24,1
4,995,23135,245,1
4,829,84414,471,1
8,962,31514,445,1
246,347,46357,70,1
8,192,3357,246,1
230,29,96460,141,1
14,146,52824,235,1
65,1011,21356,478,1
8,676,44782,38,1
33,632,46623,44,1
44,580,79695,143,1
44,663,20359,388,1
14,946,71679,48,1
14,304,51499,254,1
19,72,66047,238,1
21,674,14550,292,1
72,398,84679,212,1
550,533,47559,415,1
4,205,2828,122,1
715,394,28763,366,1
334,686,9002,146,1
23,159,18745,493,1
12,396,32352,473,1
65,442,38873,55,1
27,799,39093,481,1
19,961,59626,414,1
6,1007,1196,413,1
12,990,82012,172,1
21,433,85100,444,1
65,349,38035,433,1
56,20,97880,260,1
21,675,22015,33,1
36,889,16855,443,1
6,851,8273,368,1
8,2,52621,11,1
42,972,14835,19,1
426,294,61186,39,1
21,105,63521,102,1
16,522,45818,421,1
4,519,13683,268,1
4,725,16696,419,1
19,660,34390,164,1
27,227,44565,163,1
65,126,56942,377,1
36,252,73815,275,1
36,425,6924,28,1
33,712,86298,295,1
12,25,17540,351,1
44,848,92553,484,1
21,168,16702,116,1
23,79,97932,234,1
700,738,38648,198,1
9,868,79828,225,1
72,29,44987,108,1
23,877,79896,336,1
65,511,20981,298,1
27,215,61197,104,1
680,310,32384,63,1
911,612,73550,109,1
65,181,34554,167,1
0,570,99509,477,1
44,996,76263,56,1
745,46,28096,264,1
8,155,3860,50,1
0,175,87046,74,1
8,408,14991,288,1
940,872,61849,431,1
56,1011,16632,449,1
8,286,8940,37,1
21,128,38980,99,1
8,1004,46734,174,1
699,386,88979,146,1
30,69,25165,385,1
44,419,41819,477,1
14,560,73151,152,1
27,6,55457,221,1
6,849,34143,139,1
21,610,14591,473,1
56,158,66973,468,1
16,26,28448,461,1
44,853,9174,257,1
821,399,24076,229,1
847,900,12415,24,1
161,18,93113,468,1
14,270,96135,85,1
107,265,72684,159,1
65,1007,29204,355,1
33,290,21614,261,1
42,289,55309,171,1
21,804,19604,349,1
23,469,5823,30,1
244,77,39743,443,1
33,735,52607,205,1
36,807,27587,295,1
21,700,12159,182,1
6,786,76251,409,1
16,108,42539,86,1
72,495,93716,371,1
21,363,13052,494,1
16,323,39210,15,1
994,116,55196,76,1
12,219,55288,193,1
718,437,95705,425,1
8,592,64204,333,1
56,228,31041,50,1
78,575,43995,275,1
0,509,24396,447,1
741,770,38843,403,1
23,13,55078,166,1
65,453,62538,413,1
8,984,90009,83,1
161,708,64052,202,1
6,364,75870,224,1
23,918,77963,344,1
608,267,1814,156,1
36,896,45868,255,1
19,121,61023,399,1
6,737,51384,263,1
44,755,30050,144,1
21,336,97727,151,1
8,491,55979,473,1
16,551,80464,54,1
16,548,36013,350,1
44,476,22835,414,1
30,194,82582,134,1
753,310,91447,19,1
33,697,76245,44,1
536,805,62956,424,1
6,1018,41337,457,1
56,837,14988,275,1
394,788,53861,434,1
33,405,14610,401,1
27,28,80125,414,1
0,835,87755,291,1
72,701,34960,196,1
16,254,455,399,1
341,529,7299,195,1
4,936,27881,500,1
72,30,99561,114,1
12,5,16478,207,1
21,58,73122,274,1
65,765,16353,356,1
0,99,61553,487,1
14,291,66762,218,1
6,237,48163,199,1
0,678,54126,65,1
12,469,75431,97,1
16,602,39891,457,1
65,324,80868,500,1
12,800,26597,182,1
404,937,26323,219,1
14,505,72039,435,1
12,143,73696,258,1
27,891,40719,49,1
6,414,86537,267,1
30,153,30387,154,1
27,730,85152,237,1
4,385,95924,214,1
732,20,634,139,1
995,598,48582,274,1
36,326,83858,50,1
19,586,49346,126,1
44,925,55263,236,1
42,690,55232,224,1
4,363,63039,103,1
0,950,32777,386,1
792,728,49320,129,1
72,279,18945,341,1
14,672,82179,470,1
12,667,31547,455,1
44,301,85533,325,1
33,167,53444,350,1
94,784,50224,407,1
0,654,59931,85,1
21,894,44180,228,1
6,650,4784,333,1
717,808,71221,70,1
12,462,23938,30,1
4,978,60574,142,1
33,853,86812,57,1
222,498,18755,383,1
586,1008,2935,393,1
36,689,25612,136,1
4,903,21239,77,1
30,333,48205,167,1
19,811,69122,221,1
19,783,16280,10,1
364,872,66422,401,1
30,659,37161,274,1
30,873,35477,194,1
813,188,80365,10,1
736,732,98016,280,1
33,976,30329,37,1
56,254,28409,223,1
42,540,17753,114,1
161,382,23624,137,1
36,166,54360,458,1
30,678,54770,311,1
737,1008,13760,45,1
517,686,86229,155,1
4,59,74237,329,1
36,508,78736,256,1
16,789,33686,491,1
44,558,34381,254,1
72,107,44520,344,1
12,745,19330,322,1
19,243,79872,477,1
73,843,10327,424,1
807,818,21779,418,1
336,60,4985,136,1
16,473,40682,25,1
30,540,57683,62,1
826,754,60190,479,1
21,378,8789,94,1
40,537,92664,348,1
65,509,18958,396,1
72,446,65674,373,1
21,979,75655,78,1
161,454,60766,451,1
384,714,61038,71,1
65,888,67847,89,1
42,963,10093,136,1
14,703,43266,178,1
161,857,87350,389,1
27,57,79210,314,1
241,461,42366,190,1
161,474,4920,286,1
0,1023,32461,101,1
142,100,66944,413,1
326,856,28328,317,1
56,728,18683,108,1
42,919,57865,434,1
44,428,34999,162,1
30,564,33078,399,1
56,990,40656,478,1
0,385,66725,423,1
65,369,59007,197,1
27,906,85096,460,1
161,956,91693,11,1
56,695,93626,49,1
8,437,27476,366,1
30,221,86683,420,1
44,719,91701,312,1
33,124,86865,86,1
6,47,53822,262,1
161,525,71294,48,1
42,348,14435,124,1
66,107,27901,221,1
36,921,92379,92,1
19,759,18191,161,1
65,644,33057,386,1
23,14,13520,81,1
56,989,6596,30,1
36,301,9888,97,1
21,53,74168,271,1
457,911,57483,360,1
0,85,34088,278,1
726,148,75073,341,1
42,568,62029,236,1
8,382,36760,328,1
453,283,23891,23,1
72,742,21588,71,1
161,43,16203,51,1
8,7,81296,346,1
548,656,10598,489,1
16,448,28155,160,1
19,239,12723,111,1
8,986,66710,149,1
19,870,71106,189,1
27,481,21107,194,1
543,834,85464,162,1
882,389,39201,110,1
16,597,73141,415,1
12,749,39304,309,1
4,541,8088,308,1
161,269,17885,152,1
42,264,97140,207,1
36,949,66308,449,1
0,632,56406,196,1
21,550,47565,299,1
14,662,60579,476,1
36,975,95353,298,1
16,513,53593,21,1
505,453,8255,333,1
0,23,56780,431,1
0,311,43877,343,1
8,89,26523,327,1
33,446,2721,391,1
6,889,78441,97,1
12,11,33882,33,1
607,313,75892,31,1
110,599,22339,476,1
30,879,85112,13,1
93,450,39313,374,1
325,197,19103,468,1
21,200,39448,467,1
565,448,13085,267,1
14,755,16952,405,1
1022,316,87278,191,1
27,567,56798,177,1
8,412,21135,179,1
21,553,26146,430,1
44,207,60758,39,1
72,616,78967,50,1
908,648,86755,435,1
0,349,15516,348,1
137,297,70348,188,1
358,235,3616,15,1
605,424,91238,238,1
23,215,94840,255,1
36,504,51187,173,1
21,359,75519,385,1
42,288,90915,173,1
300,715,32824,146,1
72,327,68153,179,1
12,11,96976,166,1
27,791,54909,401,1
161,249,71859,227,1
161,364,50035,488,1
16,770,9009,129,1
36,976,55050,126,1
35,326,96024,249,1
990,621,56509,292,1
14,171,73444,166,1
30,404,61016,468,1
836,946,45941,227,1
6,198,99047,300,1
27,957,13543,418,1
8,744,91706,187,1
6,945,16714,103,1
36,739,59581,247,1
498,561,1075,404,1
16,614,82259,86,1
56,190,24381,469,1
44,470,58629,114,1
23,557,19817,281,1
675,1008,47266,340,1
27,332,87911,310,1
42,928,69655,444,1
27,291,96109,439,1
631,609,23573,170,1
450,626,83546,487,1
608,669,87043,321,1
487,882,10926,390,1
707,721,8141,404,1
36,723,12336,251,1
21,643,43065,315,1
30,83,32360,271,1
21,442,43314,463,1
65,1022,94804,77,1
324,641,39142,16,1
8,688,86599,343,1
19,935,75412,443,1
27,343,67207,478,1
36,965,90791,379,1
4,212,80995,47,1
30,1007,60676,445,1
19,315,62628,494,1
866,998,91415,302,1
0,459,48861,96,1
0,238,43329,140,1
56,90,68134,215,1
19,54,91621,403,1
8,778,85338,413,1
21,802,43421,115,1
8,511,19404,93,1
23,619,65539,296,1
6,905,96103,368,1
0,165,22419,242,1
36,574,13845,482,1
0,921,60239,292,1
702,667,341,86,1
8,760,1043,174,1
27,237,57672,262,1
44,959,89194,316,1
19,258,94600,209,1
72,714,83764,92,1
161,780,23469,471,1
33,21,28583,484,1
23,388,30130,33,1
42,507,9408,17,1
65,484,24206,489,1
42,27,9841,161,1
0,688,71883,462,1
0,217,41412,82,1
65,527,31667,404,1
16,585,22864,366,1
0,629,63482,86,1
14,81,46733,194,1
0,964,54258,164,1
16,485,76271,128,1
4,379,36840,491,1
21,900,77967,26,1
905,820,7638,187,1
36,962,32805,328,1
4,905,7821,283,1
161,191,40205,421,1
27,988,96822,95,1
30,840,16835,298,1
0,619,21525,395,1
16,150,57832,363,1
21,928,12688,80,1
16,728,6594,378,1
23,307,35033,25,1
72,835,30713,113,1
33,897,13134,194,1
52,752,78413,496,1
41,84,49748,432,1
65,203,76456,158,1
12,963,16779,80,1
72,539,37964,295,1
72,498,23983,360,1
4,315,31023,16,1
4,155,22009,139,1
19,458,80541,165,1
27,939,12380,435,1
832,407,30559,486,1
30,774,49538,380,1
161,575,85752,78,1
209,397,4573,404,1
44,682,4360,173,1
33,527,90057,226,1
21,758,64029,207,1
56,810,25780,460,1
0,132,95381,367,1
4,792,29435,209,1
30,113,7283,89,1
56,632,71283,461,1
238,707,9951,376,1
6,778,30922,403,1
16,681,65398,135,1
16,477,33808,17,1
820,149,11355,191,1
27,504,28218,471,1
33,580,36370,361,1
36,684,60492,106,1
4,597,85436,404,1
56,203,77119,52,1
21,737,25339,296,1
0,580,11311,15,1
19,776,60420,452,1
30,154,28712,228,1
6,243,39050,30,1
14,159,12245,150,1
4,555,80277,425,1
23,592,92038,420,1
23,238,82596,437,1
72,865,57982,217,1
65,10,87918,116,1
76,981,56807,53,1
72,558,4633,170,1
42,956,37521,197,1
6,206,15919,422,1
868,911,2003,273,1
8,382,94735,29,1
297,813,83626,252,1
33,136,73693,415,1
19,412,79827,444,1
23,94,48377,150,1
56,349,62614,121,1
19,134,60991,118,1
33,362,59484,271,1
16,429,10859,398,1
72,822,13760,14,1
16,889,17742,98,1
8,960,60144,258,1
33,892,39986,401,1
6,1,98319,490,1
21,892,5318,256,1
14,552,24855,496,1
30,688,48342,154,1
733,218,30776,183,1
4,241,83025,118,1
14,405,26793,287,1
16,741,31544,458,1
65,924,84984,171,1
16,961,99665,390,1
16,247,47723,359,1
849,627,42317,452,1
14,338,90894,420,1
56,884,18627,496,1
779,286,478,395,1
14,449,68016,122,1
903,213,46953,58,1
12,387,37693,173,1
6,367,2818,280,1
23,101,48458,397,1
65,92,73897,74,1
161,580,66060,226,1
14,780,16822,447,1
33,844,68444,175,1
56,50,44719,81,1
27,33,53279,271,1
8,511,51125,193,1
1001,232,32668,346,1
19,259,48387,64,1
14,657,63945,483,1
16,53,6804,497,1
44,578,58454,168,1
16,332,68202,316,1
4,411,95649,282,1
684,337,74425,368,1
42,698,50258,358,1
21,814,57924,96,1
288,612,79141,177,1
8,477,67678,288,1
909,156,2294,330,1
0,965,88442,439,1
19,312,98390,20,1
14,173,70474,403,1
72,883,36407,455,1
4,53,96679,301,1
488,827,87433,97,1
42,548,53255,188,1
812,775,33276,409,1
56,477,47340,454,1
21,113,73101,89,1
161,238,56533,348,1
65,247,98315,242,1
370,445,89328,120,1
14,391,99709,183,1
16,384,57073,468,1
42,721,39794,447,1
6,594,55564,282,1
77,593,16982,16,1
136,928,55758,296,1
461,191,28857,194,1
72,224,79375,51,1
4,861,86891,488,1
33,1006,90574,272,1
56,544,25606,236,1
4,893,58858,195,1
56,83,76111,361,1
4,523,49649,16,1
23,664,53402,242,1
56,695,65417,238,1
729,749,24033,376,1
30,428,21549,385,1
72,265,15195,273,1
265,762,529,170,1
16,840,52893,238,1
23,147,18423,494,1
16,887,6663,120,1
44,351,39233,470,1
410,915,51751,164,1
27,972,22107,52,1
65,547,49945,409,1
161,144,30993,62,1
56,244,10215,264,1
16,441,88262,447,1
6,899,73470,33,1
14,476,83221,342,1
44,956,4417,130,1
4,935,56543,480,1
56,476,92381,213,1
17,267,83051,173,1
16,338,88482,243,1
436,109,64216,455,1
23,784,12733,109,1
854,855,45528,107,1
44,492,87042,417,1
33,1004,36128,444,1
161,805,49910,94,1
23,5,60258,453,1
376,1016,32869,364,1
23,874,43035,106,1
311,107,49855,173,1
33,718,65801,141,1
36,150,58783,398,1
383,193,46022,304,1
14,972,78212,469,1
23,957,81346,198,1
23,483,71616,497,1
33,210,78601,454,1
72,565,36148,312,1
30,367,24628,57,1
21,360,32549,418,1
4,991,77180,380,1
27,293,47884,58,1
30,978,55994,172,1
602,330,63492,239,1
19,923,74022,397,1
8,290,33463,441,1
65,422,12114,317,1
30,383,714,142,1
36,783,24506,215,1
504,627,56086,421,1
0,648,21690,247,1
724,2,42432,70,1
224,511,48755,74,1
27,663,8225,474,1
12,664,78953,232,1
8,774,31199,10,1
161,744,18368,426,1
6,796,92962,351,1
23,17,18121,424,1
36,55,34079,493,1
14,679,6934,266,1
65,163,20953,86,1
161,68,62390,241,1
658,707,46092,459,1
216,618,97184,290,1
65,861,27089,398,1
65,1008,17625,311,1
56,725,3340,412,1
21,348,97422,318,1
161,687,46218,479,1
4,883,95606,394,1
27,19,41711,309,1
42,182,47501,216,1
65,817,81375,456,1
42,438,45005,448,1
161,404,39835,64,1
27,669,61942,228,1
4,16,56980,452,1
12,670,55051,25,1
1001,842,87591,142,1
16,544,52755,69,1
65,702,7514,191,1
72,770,20410,112,1
0,587,37126,233,1
16,709,73941,105,1
42,180,23432,477,1
42,937,87283,154,1
72,331,78014,456,1
23,628,18171,309,1
44,804,31242,489,1
72,494,96910,89,1
12,635,86622,294,1
14,237,78720,226,1
6,750,26257,184,1
0,636,66190,28,1
16,458,44926,169,1
27,700,38759,359,1
56,862,92510,320,1
21,351,16924,96,1
42,170,10352,492,1
6,281,71855,29,1
56,1005,85909,331,1
21,757,1048,81,1
44,884,19740,108,1
21,1016,90276,329,1
36,51,40444,161,1
6,511,39782,191,1
8,605,49490,416,1
44,129,53308,474,1
23,26,95301,379,1
4,197,5957,482,1
72,513,1810,404,1
44,770,85269,193,1
69,635,72312,434,1
12,515,67559,185,1
688,428,66965,338,1
182,706,27009,108,1
12,258,73385,270,1
536,723,63178,197,1
4,662,90769,188,1
0,998,98386,387,1
807,540,37062,343,1
538,145,71558,413,1
770,484,39027,152,1
8,32,51192,197,1
19,227,87719,403,1
4,691,78264,205,1
6,582,3702,396,1
65,989,34679,487,1
161,389,3204,208,1
0,361,49595,50,1
16,326,98538,268,1
23,735,20794,165,1
422,254,37652,294,1
33,651,91869,458,1
27,639,76025,316,1
72,474,74088,234,1
21,765,5967,240,1
172,95,10995,235,1
27,829,17237,134,1
909,638,81566,125,1
44,496,74379,115,1
487,834,56850,185,1
36,446,53684,301,1
12,584,95256,405,1
36,703,22821,481,1
442,735,14152,439,1
8,78,93071,169,1
14,679,88138,45,1
772,892,60172,451,1
400,391,79008,157,1
30,88,58139,397,1
550,412,89713,129,1
161,64,94342,186,1
42,984,63347,281,1
42,297,48293,299,1
269,213,92346,332,1
56,544,2214,327,1
161,498,19203,132,1
72,500,28661,312,1
36,981,31537,322,1
27,937,25107,462,1
19,801,15408,168,1
44,556,58108,156,1
65,998,79511,19,1
21,163,62406,113,1
35,961,96283,98,1
14,577,31669,278,1
72,656,85738,135,1
161,23,86721,175,1
56,12,41265,347,1
30,237,3816,225,1
221,616,82912,394,1
463,566,58955,323,1
0,723,40985,389,1
72,1003,81373,450,1
44,308,17266,21,1
23,40,59818,406,1
16,552,19773,267,1
497,917,9869,344,1
807,630,40156,34,1
30,671,9603,38,1
23,233,4491,52,1
44,959,54564,158,1
65,390,33648,180,1
988,286,54442,251,1
14,397,94567,29,1
21,999,87902,184,1
494,826,47808,254,1
161,314,66597,25,1
894,637,37387,278,1
12,133,54128,58,1
161,811,18501,134,1
42,648,46695,131,1
21,418,27767,285,1
56,91,54665,313,1
8,122,96477,298,1
44,187,30467,472,1
44,350,81895,354,1
161,878,85939,223,1
4,618,16246,206,1
36,878,95520,95,1
27,960,50566,367,1
56,123,93464,415,1
44,510,40014,467,1
14,947,95592,240,1
56,775,74056,488,1
19,212,94736,481,1
493,309,7938,222,1
36,183,42700,200,1
579,978,32161,291,1
19,452,5631,200,1
72,872,88437,291,1
283,137,77026,453,1
6,848,93756,280,1
0,530,89670,57,1
33,915,95563,381,1
44,982,66436,109,1
56,172,11827,133,1
909,760,20503,75,1
870,997,59715,73,1
283,403,90904,306,1
21,942,6087,331,1
42,462,85884,345,1
36,853,25230,292,1
0,198,17985,140,1
237,828,33677,193,1
30,531,55200,48,1
21,578,65344,44,1
56,524,16373,322,1
12,658,73624,494,1
370,40,13798,219,1
12,711,2225,218,1
19,666,21952,370,1
36,120,90916,432,1
33,57,374,98,1
42,98,18811,252,1
21,961,70687,496,1
119,178,87044,434,1
8,435,76192,365,1
916,88,65944,442,1
19,828,99062,362,1
0,731,29537,174,1
1001,558,6905,96,1
6,965,92344,186,1
33,84,87513,438,1
44,835,71175,363,1
44,762,29453,157,1
4,75,33897,262,1
27,1019,2557,485,1
12,942,93392,351,1
6,848,21110,191,1
412,111,74260,290,1
84,670,23965,482,1
72,541,72334,487,1
27,106,57757,71,1
33,1018,85821,157,1
27,166,48459,47,1
16,864,60159,455,1
0,363,92750,410,1
65,724,58733,56,1
21,662,41468,491,1
36,915,70775,462,1
8,291,77785,52,1
17,489,76809,442,1
44,271,76903,46,1
8,1006,86617,283,1
570,742,95132,321,1
44,340,22422,12,1
36,942,12859,304,1
565,346,35837,459,1
161,946,26137,172,1
14,104,25104,242,1
8,146,82842,369,1
4,31,39683,431,1
16,243,41798,29,1
624,415,61073,179,1
42,577,31451,394,1
829,111,13631,247,1
161,462,73309,259,1
14,520,53731,339,1
27,596,13845,243,1
34,876,646,177,1
23,918,58804,391,1
902,653,72344,323,1
14,533,97553,312,1
19,668,48187,119,1
65,639,24656,254,1
307,284,99136,326,1
4,795,13390,153,1
309,417,1843,410,1
8,664,41188,432,1
16,421,28278,377,1
8,1014,72101,76,1
21,1,645,118,1
36,477,69514,192,1
336,91,77130,170,1
16,153,16773,192,1
161,494,52329,334,1
12,387,95404,28,1
44,22,53577,447,1
6,826,97496,369,1
723,268,16820,157,1
27,904,97005,212,1
36,482,62032,39,1
977,248,41192,452,1
72,922,61653,189,1
16,637,35291,90,1
14,336,15319,28,1
248,866,21912,314,1
27,160,41915,255,1
4,347,260,136,1
12,958,23076,153,1
844,955,74021,89,1
0,93,82784,491,1
19,560,74689,26,1
14,68,67225,193,1
33,637,89296,415,1
44,736,46508,176,1
36,657,18923,395,1
12,614,69894,418,1
19,341,77971,142,1
0,624,62311,378,1
979,614,26148,378,1
56,556,60973,177,1
819,177,51186,132,1
184,331,16332,406,1
4,426,71523,345,1
16,95,17356,407,1
4,494,15469,171,1
12,627,66220,112,1
6,434,89691,160,1
527,344,47819,271,1
21,269,89095,275,1
56,93,5003,437,1
23,105,11338,305,1
8,775,47096,462,1
0,443,51738,105,1
16,206,88499,83,1
42,514,15910,169,1
491,334,10395,275,1
6,658,69389,252,1
65,938,17478,190,1
8,324,84487,480,1
14,863,83745,489,1
117,156,7582,263,1
444,194,47895,429,1
637,286,23556,177,1
336,941,38967,216,1
6,729,84974,118,1
16,426,39030,216,1
19,127,61377,278,1
36,505,53283,119,1
6,784,56119,93,1
12,666,81415,84,1
36,813,93412,200,1
8,355,69223,219,1
42,194,26044,243,1
145,865,63575,453,1
35,538,47315,178,1
27,11,441,62,1
33,218,41920,15,1
15,75,85413,120,1
0,347,92405,262,1
12,59,86352,284,1
639,169,24395,231,1
65,674,71996,416,1
629,135,5223,78,1
760,1023,74809,359,1
12,229,7389,216,1
21,477,63821,455,1
21,1013,12032,380,1
19,313,33690,46,1
19,539,56752,396,1
829,702,43610,393,1
19,360,49218,384,1
12,287,32588,139,1
268,802,1371,234,1
44,448,1643,335,1
161,578,13321,230,1
248,613,73442,407,1
72,105,77347,371,1
44,512,5948,159,1
595,465,45243,23,1
